,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.25042724609375,110737200.0,2.0,2.992668962517911,92.02481397092345,79.59653002321718,62.80715253920133,107.50333572802035,26.84463178426123,83.3230374654134,77.15204442342123,28.6200008392334,53.06814384914679
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,232.42137145996094,6575800.0,2.0,3.5193062673611166,224.9145841212306,193.76641563462877,61.27963662205409,270.63411947587474,29.661265471781245,207.9405517578125,208.97900772094727,28.6200008392334,53.06814384914679
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,90.43218994140625,3301000.0,2.0,-0.3821708258958978,108.44035164021562,86.18287834025313,48.50481437710579,-66.29163580551588,1.825177335680502,95.49779154459635,89.06632448832194,28.6200008392334,53.06814384914679
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566751,220.72113910563243,160.93286327473865,50.92577107884739,24.220608346258853,9.06255092455943,176.4723347981771,155.6141675313314,28.6200008392334,53.06814384914679
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,117.2356948852539,2807800.0,2.0,1.2365992711177114,126.92598939106722,110.14382490946988,52.86541832944661,35.746596581197466,11.101666339373843,116.03196843465169,110.42906176249186,28.6200008392334,53.06814384914679
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,21.493815905596342,180.1913335164388,170.94849955240886,28.6200008392334,53.06814384914679
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.683834075927734,17129500.0,2.0,0.2611375733538921,43.826963671300994,39.60767034664334,53.160552175766476,19.301219653656226,10.317517399998735,41.66784375508626,39.97234541575114,28.6200008392334,53.06814384914679
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,76.63602447509766,6379400.0,2.0,-1.004201595161561,89.52848601653194,72.40516495392704,47.82916243999054,-92.44591075351943,6.475812082140521,81.08446502685547,78.60229860941568,28.6200008392334,53.06814384914679
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,11930900.0,2.0,-0.9699612124205572,127.25114297567778,106.4448569327695,49.235692276632385,-76.95780232579062,0.03042182529552754,117.63199971516927,111.37916641235351,28.6200008392334,53.06814384914679
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,184.28018188476562,2620100.0,2.0,0.5778643588170098,207.6166568347541,174.78638119014823,50.96276028998496,-35.688261062437356,4.814324306706712,188.1701665242513,176.95654958089193,28.6200008392334,53.06814384914679
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,231.2326202392578,3677300.0,2.0,2.216152088155326,240.8456330978013,222.13582899936668,55.50969111216406,20.600840437702644,11.195207281870855,230.1878926595052,215.67954330444337,28.6200008392334,53.06814384914679
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,135.21551513671875,2609500.0,2.0,-0.3085940565551084,151.9722196777041,125.6469377319639,49.992555241043654,-33.49995423339075,4.090258668816821,137.81859715779623,131.9776882171631,28.6200008392334,53.06814384914679
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,96.3691177368164,4869967.0,2.0,-1.0291976290379097,109.32580877015111,91.32420801451686,47.489715717052064,-74.31060431778762,5.067576968101786,100.36565755208333,98.93925565083822,28.6200008392334,53.06814384914679
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,53.30259704589844,14748100.0,2.0,-0.5228150295482052,58.43240100317295,51.202720151612205,48.71406471447519,-79.06852444516515,2.601103384418375,55.390526962280276,54.391279792785646,28.6200008392334,53.06814384914679
0,2020-07-01,JNJ,140.69000244140625,141.38999938964844,140.05999755859375,129.70823669433594,6174800.0,2.0,-1.5400700229362485,137.52336869366587,126.56379866473257,46.81580404278355,-95.30155038665168,8.263697711610183,133.180642191569,134.78802350362142,28.6200008392334,53.06814384914679
